row ID,row m/z,row retention time,LT-C4-1A.mzML crop_filtered_NEG Peak area,LT-C4-1B.mzML crop_filtered_NEG Peak area,LT-C4-1C.mzML crop_filtered_NEG Peak area,LT-C4-2A.mzML crop_filtered_NEG Peak area,LT-C4-2B.mzML crop_filtered_NEG Peak area,LT-C4-2C.mzML crop_filtered_NEG Peak area,LT-C4-3A.mzML crop_filtered_NEG Peak area,LT-C4-3B.mzML crop_filtered_NEG Peak area,LT-C4-3C.mzML crop_filtered_NEG Peak area,LT-C4-4A.mzML crop_filtered_NEG Peak area,LT-C4-4B.mzML crop_filtered_NEG Peak area,LT-C4-4C.mzML crop_filtered_NEG Peak area,LT-C4-5A.mzML crop_filtered_NEG Peak area,LT-C4-5B.mzML crop_filtered_NEG Peak area,LT-C4-5C.mzML crop_filtered_NEG Peak area,LT-C4-6A.mzML crop_filtered_NEG Peak area,LT-C4-6B.mzML crop_filtered_NEG Peak area,LT-C4-6C.mzML crop_filtered_NEG Peak area,LT-C4-7A.mzML crop_filtered_NEG Peak area,LT-C4-7B.mzML crop_filtered_NEG Peak area,LT-C4-7C.mzML crop_filtered_NEG Peak area,PROCBLANKA.mzML crop_filtered_NEG Peak area,PROCBLANKB.mzML crop_filtered_NEG Peak area,PROCBLANKC.mzML crop_filtered_NEG Peak area,zBLK02.mzML crop_filtered_NEG Peak area,zBLK03.mzML crop_filtered_NEG Peak area,zBLK04.mzML crop_filtered_NEG Peak area,zBLK05.mzML crop_filtered_NEG Peak area,zBLK06.mzML crop_filtered_NEG Peak area,zBLK07.mzML crop_filtered_NEG Peak area,
73,425.9676259358724,3.6186409666666663,1.0274585802234316E7,9358274.043755008,8140356.229688884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74,420.2507807413737,4.9800288875000005,1.0979663943356162E7,1.0121309335591963E7,8784867.416151965,1.4188842846385088E7,1.4499267664462168E7,1.4799193977122398E7,1.0280006412513858E7,9261604.824255865,9610214.95941836,1.0457695962133802E7,1.0534740962761423E7,9851217.647961155,4620204.968186582,3798693.28884793,4482812.712994994,2470546.2419350226,2510768.8853404764,2456264.8170139454,2765315.5071173166,2826159.477009651,2580664.8668822497,8069529.323728647,7508572.98452441,7436468.785035432,0,0,0,0,0,0,
75,323.18654378255206,4.9534597,1.5868758671530519E7,1.4362957027377913E7,1.2494736330917181E7,0,0,0,3241781.982013475,3080816.271225112,3251814.564594427,0,0,0,0,0,0,0,0,0,1.799563330203585E7,1.6368266911775436E7,1.6141970490453653E7,0,0,0,0,0,0,0,0,0,
76,269.1759974161784,5.1980601166666665,1.522053345025691E7,1.4178503131934071E7,1.2239448142696617E7,0,0,0,1855356.6869873665,1917690.946354076,1935388.4680008527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
77,373.1867446899414,4.615730825,1.4329975702166602E7,1.1041980131797373E7,9451604.548266623,0,0,0,902615.2953076063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,311.22303619384763,5.3755834899999995,1.9501776970194124E7,1.3348046790586088E7,1.6059953357788395E7,793188.8344408247,0,0,1385508.6784440516,2660834.2098083873,2072906.3383678915,0,0,0,0,0,0,0,0,0,1.6739272261117958E7,8936089.832059314,1.960307189006569E7,0,0,0,0,0,0,0,0,0,
79,343.21278889973956,5.715626100000001,1.5855070734564971E7,1.4448501990493888E7,1.2333084934208784E7,0,0,0,810897.8279412421,719192.2512088484,703658.3359070198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,277.1081214317909,3.416521253846154,1.3498212256295508E7,1.1241873384439358E7,1.0213015567581316E7,0,0,0,0,0,0,0,383807.34071098745,0,2699961.8138302052,1704278.7944382688,1948914.9988946174,1838556.8031501097,1911617.801209042,1892874.8777732577,3203742.224670375,3299505.905768155,3112914.2219937635,0,0,0,0,0,0,0,0,0,
81,355.2129380967882,5.902759688888889,1.3899466580064025E7,1.2926088102805775E7,1.0977819858937755E7,0,0,0,8057157.569766954,6773187.332396158,8169032.619715762,0,0,0,0,0,0,0,0,0,1313976.1075382829,1110270.9454118656,1491787.397064055,0,0,0,0,0,0,0,0,0,
82,344.186767578125,6.5538061999999995,9555508.98791071,8488909.073503477,7164103.931210181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
83,245.11806615193686,5.751267149999999,1.0940074517643455E7,1.0050934887236366E7,8365880.508962562,1982401.9497177177,2037813.9461944567,2137534.7864391035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
84,240.10281456841363,5.0050024777777775,1.023479319159033E7,9237564.64220084,7734061.4650604315,751600.672466576,853984.531626161,767299.7575063007,828386.681760988,876683.0637466374,767131.9414876738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,367.16547139485675,5.94450105,1.5197881585773852E7,1.3854068607172456E7,1.076423265152436E7,0,0,0,9533995.123410095,8428326.664128507,8743071.187087083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
86,277.217280069987,7.602053266666666,1.1319920607381962E7,1.0088933309697647E7,8023157.776986078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
87,201.8013142903646,3.774541186666667,3.0761750359238353E7,2.7952672009975374E7,2.6718596853394788E7,1.756891172167161E7,3.753067508737971E7,2.0028918631080735E7,2.686434240555383E7,2.6250947595939636E7,2.445500201089259E7,2.0064163770697452E7,4.182967071890603E7,1.687790496628719E7,2829739.5393996616,2531869.0782799423,2085583.6674849729,2.2227346850823835E7,2.0978461742041375E7,2.048704664715273E7,2.3354133531217888E7,2.2593172753287885E7,2.546646976174397E7,2.3131513321147118E7,2.329336163431678E7,2.1061284696208164E7,3249569.895529854,3062290.2289308524,2846477.436685088,2847275.7552090213,2796861.664708674,2922202.0120852976,
88,343.21271260579425,5.7872664,1.1460432903881162E7,1.0115284433151178E7,7294124.486293042,0,0,0,976734.822497894,878220.3986719574,566226.7400008012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
89,472.0453847249349,5.948461516666666,1.2679505354450788E7,1.1631307530683674E7,9479610.87639265,0,0,0,4092409.2184481593,3535538.946459751,3550411.9635359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,295.2280782063802,6.692854283333332,1.3498102263157846E7,1.1732026793026747E7,9645437.180270545,1195926.7168068492,1159482.0864738536,1223242.2565768901,2457593.823546316,2592655.720884876,2671143.0636417265,0,0,0,0,0,0,0,0,0,766798.3295818373,504347.2106998841,650259.0583514124,0,0,0,0,0,0,0,0,0,
91,197.80720443725585,0.8536691206666666,1.7061872848377563E7,2.6098884747890063E7,4.662523342916228E7,9675507.576256227,3.625922613778272E7,3.522849188315464E7,3.491440966641298E7,1.1743291276249506E7,3.446661137975997E7,2.5515974086841263E7,3.0452305457179796E7,3.0545103757245466E7,1.4313587819196522E7,1.1712659828796025E7,2.143519786617731E7,1.8889217662923295E7,2.132360209784158E7,8961436.282761397,2.7549197983704245E8,2.7222371531203526E8,2.769492022652413E8,4.27547450499916E7,4.069492899299712E7,4.383433654540642E7,1.1125847285073413E8,1.0574736462220387E8,9.984817373940107E7,1.0578644595821841E8,1.0694798627789328E8,9.354359447718728E7,
92,197.11746542794364,3.830851642857142,9261751.181965133,7465676.220141722,9196709.723308092,688440.5445111564,621884.6721429643,0,907321.7848568924,1541921.7035142728,1359245.7327516996,801957.9942040481,805841.2827738492,651826.1713965266,0,0,0,0,0,0,1.190426885432809E7,1.2102349330927799E7,1.2182554785896182E7,0,0,0,0,0,0,0,0,0,
93,343.201416015625,4.6297421,1.2578417211344793E7,1.1809543695991304E7,9402157.78465469,0,0,0,1054149.6857427247,1020254.0602118528,1165667.9136276073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
94,683.4015401204427,4.632530233333333,9868157.024764074,8435176.652828895,5480449.46777531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,409.18453216552734,4.737241833333333,8887837.591821086,8248682.407110861,7007334.8672154285,0,0,0,2763779.001900431,1356588.853598581,1324189.85967665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
96,357.22821044921875,6.376594683333334,1.2457611367140396E7,1.1685984918551646E7,1.056349578902606E7,0,0,0,4159316.8322623908,4383261.091585507,4539330.741652076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
98,171.10160742865668,5.889215211111111,1.373816901030979E7,1.4625166013973633E7,1.143390769595794E7,0,0,0,1.1627831588560006E7,1.1166666083643029E7,1.0889881564507753E7,0,0,0,0,0,0,0,0,0,2465929.5657535787,2455825.180563387,2334652.6716287644,0,0,0,0,0,0,0,0,0,
99,251.16513061523438,7.6085021500000005,1.458027146948533E7,1.3937462116626572E7,1.320734198504848E7,746259.2280615687,673783.5778554054,590467.644877835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100,307.19181654188367,4.707339044444444,2.5472803134281993E7,2.882489521051607E7,2.046391597086859E7,0,0,0,2357486.9151639882,2372315.2643206418,2461874.859760455,0,0,0,0,0,0,0,0,0,2.081722524835101E7,2.9824508471953712E7,3.0547520232063033E7,0,0,0,0,0,0,0,0,0,
101,329.16070556640625,4.053307,8956425.166704098,8004466.605488558,6625013.973064502,0,0,0,1148533.065623438,1227982.6683897008,1263611.387418656,0,0,0,803401.9721846851,643607.2145484511,669069.207084645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
102,255.8220962524414,3.8870475366666666,3.5553661783535264E7,3.568465140156862E7,3.515187418344543E7,2.3776455697950523E7,3.510106240485317E7,3.0506794517721366E7,3.362259049969412E7,2.852504148668364E7,3.486956555338969E7,3.663649432969316E7,2.8458973123348903E7,2.7635740768600717E7,1.3341144985740367E7,1.1244603234005297E7,1.1603367648024011E7,2.952937806581914E7,2.882027933796318E7,3.042634922454205E7,3.3355800239773087E7,3.48019001286732E7,2.9432964139665842E7,3.1168563928461205E7,3.1176220678705122E7,3.07623998543548E7,1.4070396322431274E7,1.2967717857213944E7,1.2406894801089277E7,1.1510507911294319E7,1.1196322858656086E7,1.1504340206161398E7,
103,361.19984944661456,5.7811028111111105,1.2505328454864152E7,1.1918350318114227E7,9984998.854786318,0,0,0,6909353.45313951,6092475.661417812,6657817.2492796695,0,0,0,0,0,0,0,0,0,1217773.396540089,1240572.4807824185,1450796.0504317624,0,0,0,0,0,0,0,0,0,
104,171.10161136445544,3.0611519095238098,1.3702827645536594E7,1.3194491499273479E7,1.2823425267224636E7,1897155.4517326166,1657125.828710437,1461561.2484317373,1782469.383560791,2293761.744356177,2214454.1980417506,1887047.2349715724,2000440.9190613278,1633001.2286269215,1723100.747026161,1593923.6293645953,2025619.43809219,1303341.9265261297,1562647.2005250454,1466529.573321445,6.118386801236043E7,6.121828726473896E7,6.318393339765595E7,0,0,0,0,0,0,0,0,0,
105,309.1708548409598,5.941274042857143,1.0587959658669027E7,9827517.424932562,7382171.596666726,0,0,0,5550008.664749271,4776234.306182418,5365488.378076291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220594.8850173373,0,0,0,0,0,
106,323.18657769097223,5.588022333333334,1.0010403130125005E7,8754894.83647263,7735885.96798537,0,0,0,1277922.8933925347,1005460.2809510112,1015413.4912447219,0,0,0,0,0,0,0,0,0,1981232.5925133214,1919249.1824345156,2112869.3859968404,0,0,0,0,0,0,0,0,0,
107,377.1738764444987,4.737241833333333,7840600.970639509,7389305.97246743,4901611.246074934,0,0,0,1212002.5857550837,1056716.0290094079,1031379.9950948856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108,287.1653747558594,4.789473511111111,1.0069837525002755E7,8741783.183503542,1.2218181768450923E7,0,0,0,782040.8526492905,623244.2007501033,829946.6227813025,0,0,0,0,0,0,0,0,0,2686035.6035091504,2650800.9006204414,3820074.9453058685,0,0,0,0,0,0,0,0,0,
109,195.81020965576172,0.8522634286666667,1.3727100877407562E7,2.111844642602284E7,3.930102766800458E7,7963961.493789665,3.0959041623989612E7,2.8536302415344782E7,2.9284253336101606E7,2.9245578785526186E7,2.908951962623124E7,2.2060776189072542E7,2.4873557228789464E7,2.6168612290265698E7,1.1366159513589842E7,1.0919852434555126E7,1.784283712375259E7,1.6152407644731801E7,1.822428418414845E7,4469980.652342609,2.2522004943106124E8,2.205470418293283E8,2.2581386281809428E8,3.49680447059301E7,3.431760917323017E7,3.78988539211095E7,9.305455759851345E7,8.651503184355694E7,8.390690451858382E7,8.2500192549304E7,8.622622659312123E7,8.307689240576708E7,
110,307.19156731499567,4.4120201,1.2910733574792435E7,1.343020415084587E7,1.0480278501272121E7,0,0,0,2154979.6588080903,833466.9965332467,2592383.677037745,0,0,0,0,0,0,0,0,0,3.8164551227794535E7,4.471579525973222E7,3.522424231697543E7,0,0,0,0,0,0,0,0,0,
111,257.8190856933594,3.9058689633333334,3.5691533710197E7,3.429745130136018E7,3.13779698956933E7,2.228800326216952E7,2.6632971784214385E7,2.79279830626741E7,3.224511447449686E7,3.217991034171152E7,3.335544810041635E7,2.7200778720286496E7,2.6368502487552024E7,2.608786184749503E7,1.2648928853423297E7,1.065347749844278E7,1.1112843580087183E7,2.8218616610754833E7,2.6061008850058407E7,2.670404491691689E7,3.2149522082661804E7,3.1260778929205395E7,3.3940715911136046E7,2.961226879101226E7,2.8621482499765683E7,2.9260794843743145E7,1.3371347745217679E7,1.2450843692531256E7,1.1815189371534467E7,1.0927244584061164E7,1.0700034592311183E7,1.0894798228684021E7,
112,357.1924235026042,3.598328688888889,1.41950229198195E7,1.5086245434922697E7,1.4778343458722804E7,0,0,0,0,0,0,0,0,0,0,0,0,689687.1314129765,642753.6375421755,1089554.793334735,7325358.86877188,5631094.542099846,6591653.763808872,0,0,0,0,0,0,0,0,0,
113,327.2180702903054,5.402208172727273,8157339.955272038,7393877.617805916,7335175.288597284,0,0,0,1332800.6293919056,1701365.0418886177,1549389.5208801287,606674.4603700461,555113.756089726,0,0,0,0,0,0,0,1666550.415298329,1392372.4599199977,1943865.7060826719,0,0,0,0,0,0,0,0,0,
114,225.89679107666015,0.6930944873333332,2.064518748398429E7,3.6627607172888376E7,3.266057794417996E7,2.359011240507738E7,3.3438316720514845E7,2.5661959091811784E7,3.0229479116478417E7,2.7839025554853257E7,2.776566450940947E7,4.146838649332189E7,2.970846485444809E7,3.480345707920247E7,2.6695397589881063E7,2.2558652710043743E7,2.5129508354898907E7,2.89619384049789E7,3.2113354452382836E7,2.266573453734573E7,2.88621963758562E7,3.1033585521230772E7,3.566899470178521E7,2.2479299840779394E7,2.4839296780167576E7,3.522032002562656E7,2.6652562884590793E7,1.3198295673732288E7,2.911311460818759E7,2.56896284997132E7,1.3541551463498512E7,2.8433513378909893E7,
115,323.18636322021484,3.9160915499999995,1.4967217025226958E7,1.5086463978917627E7,1.266027011381812E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4047431085804015E8,1.3765590438555592E8,1.413372619528161E8,0,0,0,0,0,0,0,0,0,
116,309.24442291259766,5.948136116666667,1.007174045627088E7,9641687.593496256,7866010.743905087,0,0,0,5791271.801774248,4640901.6463167025,5566878.034820239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
117,305.17603556315106,5.56202945,1.0464037451480422E7,9084818.12682668,7168946.672365854,0,0,0,921349.8069887562,876622.5320875158,718565.5575922368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118,251.12866973876953,3.713349088888889,8062829.979184903,7783377.918066073,7580346.120546371,0,0,0,958598.1099723084,1259802.525839873,704693.7497578297,0,0,0,0,0,0,0,0,0,3837343.3087244453,3070498.7722540754,3964396.312213779,0,0,0,0,0,0,0,0,0,
119,243.12353515625,2.8206167,6755668.163679957,5522397.872079723,5526570.10530327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3568993502436966E7,2.4559355613163076E7,2.763787082511974E7,0,0,0,0,0,0,0,0,0,
120,197.11751386854382,3.8992067555555554,6782910.273841048,8107019.220102558,6050400.415633603,0,0,0,820809.750840263,1487859.7107659879,1239942.1621240557,0,0,0,0,0,0,0,0,0,3992057.5921341083,3576116.1137675247,4018311.7439730223,0,0,0,0,0,0,0,0,0,
121,377.1425272623698,7.610711599999999,6248830.878701252,5196836.457893709,4234736.932005306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,205.0133399963379,0.5090844576666665,4305528.00968097,3845804.7144289725,3182158.66229342,3725684.3577174074,4022595.5559550845,3867569.2818986103,4827916.679287948,4268580.475056949,4556891.284076685,3573550.7339787767,3783963.5235646763,3114922.125555844,4661806.548292459,4066278.5195995467,4688718.86755508,3782131.0089618964,3254050.9080939093,2754784.759345486,1686684.0690530294,1495576.8838830458,1673078.3744447073,7789026.900001885,7583002.408477245,6482587.326288809,2437304.3958841767,2509612.622651871,2445609.400969473,2677573.2248084,2491693.925517085,2446856.7122508073,
123,309.1775726318359,5.95105612,6378157.291273695,2746207.5300255893,2328311.5578456707,0,0,0,1980163.7966166355,0,682718.9435391149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
124,343.2129364013672,4.990734814285715,6540902.464599571,4487413.1788948085,4067337.236416321,0,0,0,358652.4885276562,453457.4546919576,0,0,0,0,0,0,0,0,0,0,345018.4899685365,315907.4475629442,0,0,0,0,0,0,0,0,0,0,
125,265.1476277669271,6.030280946666667,1.2176084718943726E7,9994158.118052999,1.0185254728965577E7,4499981.524300126,4333308.72891058,4383580.947126196,9295363.003710598,8638460.10390677,7185709.52683783,4565835.111146534,4370706.2129297,5296875.8356779115,4868557.175782307,4905137.057047768,4390114.791128924,4756053.365526475,4249003.259446974,4577761.545279573,4332309.235946428,4888605.739111869,7608138.94550004,4494298.112480456,4424529.144909583,4112591.90424186,9279975.909788636,8560154.317550039,5785888.455871051,4483891.620778875,4880504.617992177,4135547.813926595,
126,329.160767691476,3.5370380999999997,1.1545409820564667E7,1.1295276544022733E7,9546566.35172645,0,0,0,1616966.2558930542,1568864.8840430395,1561827.1736391084,0,0,0,3198927.5520000914,2710913.5751250647,3004166.0425583045,642581.3210110705,622273.6185229329,0,1305463.5762781885,1388336.864812525,1123749.658850556,0,0,0,0,0,0,0,0,0,
127,309.2073574066162,4.2055570375,0,8170445.83954408,7326148.9292499395,0,0,0,868007.1268391964,801527.6577790992,914117.0883514214,0,0,0,0,0,0,0,0,0,3.682864437199485E7,3.4961045002622694E7,3.830267069912571E7,0,0,0,0,0,0,0,0,0,
128,291.1628011067708,5.9486802333333335,8342177.790054531,7736378.655592033,6057360.123941675,0,0,0,4915070.932482494,4510851.508667635,4827793.847348803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
129,341.1241485595703,2.816518986666667,1.2160791113140034E7,1.1028295810693236E7,9446718.297138229,0,0,0,1919834.075639836,1918865.877164103,1289392.3601211496,0,0,0,7527133.737040921,6859912.718413636,7857075.318894287,5229123.843486373,5403913.019115426,5291458.76905435,3825040.3427159954,2313753.077000534,2508479.16531704,0,0,0,0,0,0,0,0,0,
130,237.1493352254232,5.319089600000001,5541524.757443983,4787862.343289826,4225767.0520356065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131,289.1809590657552,4.4071149499999995,7175946.63842668,6401052.521930141,5416638.290909508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3708025.5650769374,3664223.806193415,3220518.1738794567,0,0,0,0,0,0,0,0,0,
132,253.18082237243652,6.146310383333334,5518040.676045244,5517721.804579431,4831454.650833569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496170.7072097341,460075.4407403702,439695.6166004189,0,0,0,0,0,0,0,0,0,
133,411.14794158935547,6.3491409333333335,8363770.802588494,6575400.279800153,4914592.9500219235,0,0,0,1588842.155409694,1320593.6029206892,1448160.4508091256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
134,223.13349424089705,4.527643307142857,8244095.221737155,7528729.106037206,7645374.513754889,516307.7252621931,474589.4215366315,0,1.3776130060598807E7,1.3482878736640505E7,1.4404120691041887E7,827928.431314595,764354.6009484488,942774.2500231629,0,0,0,0,0,0,6027216.043940966,5496702.98633155,6060580.001230622,0,0,0,0,0,0,0,0,0,
135,291.23047637939453,5.95646355,7997963.328509124,7411864.885178809,6163044.23845585,0,0,0,4822917.926055421,4455166.502577379,4707546.051766697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
136,413.6498827253069,3.7785276999999993,8726722.616461383,7482065.742181192,7612758.569147165,6804729.670614234,6842081.415803533,6777223.899886448,6194925.675454782,5960619.778961802,6682290.694891766,5846910.642825325,6437443.558700535,5357524.068495391,0,0,0,2096803.8785402852,2240549.4529882874,2150081.4747500974,1491193.0637574366,1753474.1907385467,2135327.8903770465,1.0066757597439868E7,9920573.059710214,9205242.899907997,0,0,0,0,0,0,
137,289.1810272216797,4.62768388,1.0311280079004431E7,8214590.176592046,6362084.576037678,0,0,0,674244.4243253559,0,630046.5861059534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
138,367.1396760486421,3.721992171428571,7609625.760432977,5448387.634754548,6497228.369142582,4.2885630346712285E8,4.2538439994172764E8,4.8266265341114837E8,2.5753426858853795E7,2.4951356167259574E7,2.5544180596178293E7,4.696505803331145E8,4.95213446036506E8,4.608013079473878E8,1.7877559478368482E8,1.4401525523033312E8,1.6725464330868E8,1.431116966471516E7,1.4453736274770414E7,1.415041597581937E7,4.1868728094952226E7,3.4555184914723456E7,3.517308681099765E7,0,0,0,0,0,0,0,0,0,
139,201.1125170389811,2.484415483333333,5121689.982178273,5986644.847771081,4376424.61372247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3902515.307226144,3892082.8592544724,4376708.896859674,0,0,0,0,0,0,0,0,0,
140,273.1859537760417,5.940829483333334,5645409.586201593,4135270.7998111034,4677842.489541898,0,0,0,2709507.4995742887,2576133.3492678236,2517529.5178546743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
141,379.170893351237,4.625401133333333,8829175.27406542,8050034.404658475,6897562.907845572,0,0,0,989391.6200694339,540765.4832512133,636438.2276214594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
142,377.1745198567708,3.84910895,1.818600651957232E7,1.5536873747465145E7,1.3038052583253382E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3883289.138324412,4134141.8663103743,4804212.281870148,0,0,0,0,0,0,0,0,0,
143,291.1968765258789,5.1047855166666665,5685998.308913158,5021609.486349855,4394156.489123652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799019.2970452949,1026076.8833853877,797680.2451204481,0,0,0,0,0,0,0,0,0,
144,433.9992167154948,3.6186409666666663,5163133.71490586,4400959.1579678,4199138.5620159665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
145,199.13324864705405,3.4938108499999996,5410939.448392859,5079676.596518042,4715819.092528081,0,0,0,739994.4167449122,773908.6697991443,899254.3248780873,0,0,0,1477881.5751506838,1679152.9258367377,1808869.818488759,0,0,0,1.4668458212342586E7,1.4951855408115506E7,1.5748592220988084E7,0,0,0,0,0,0,0,0,0,
146,502.0387700398763,4.6101060333333335,8148488.4773903,7998428.17871816,6410955.034429949,0,0,0,1074925.506387934,832489.705917074,845268.6629289101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
147,411.20074462890625,5.09284695,7166365.711385586,6605301.714874774,6038529.2314439835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863902.6708699524,0,0,0,0,0,0,0,0,0,
148,297.2437693277995,6.672259724999999,7016112.191694328,6721930.680288317,5647659.446315765,0,0,0,1620049.3498211727,1562959.0232759046,1532509.722173393,1046873.9420285331,1084230.3141515437,1433311.32860007,0,0,0,0,0,0,2188030.7950361227,2910597.90940404,2371446.2806026363,0,0,0,0,0,0,0,0,0,
149,315.1966552734375,6.1721568,4883399.711417267,4774822.903240898,3882119.012434743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
