Process,Number,sample,Sample,run,concentration,abs,h,dilution,j,k,units,test,number,run_time,Notes,Site
QCPRORESULT,DUPLICATE,2.752088,1658435347,,,,,,,,,,,,,
QCPRODECISION,IN,1658435347,,,,,,,,,,,,,,
RESULT,24,C14,Auto Spike,36,2.567881,0.294791,0,0,0,0,mg N/L,KCl Ammonia 10,1658435507,7/21/2022 16:31,,
QCPRORESULT,AUTO SPIKE,102.182632,1658435507,,,,,,,,,,,,,
QCPRODECISION,IN,1658435507,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,37,5.384283,0.578991,0,0,0,0,mg N/L,KCl Ammonia 10,1658435667,7/21/2022 16:34,,
QCPRORESULT,NORMAL,0,1658435667,,,,,,,,,,,,,
QCPRODECISION,IN,1658435667,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,38,0.024658,0.040529,0,0,0,0,mg N/L,KCl Ammonia 10,1658435827,7/21/2022 16:37,,
QCPRORESULT,NORMAL,0,1658435827,,,,,,,,,,,,,
QCPRODECISION,IN,1658435827,,,,,,,,,,,,,,
RESULT,25,U21,C3C-C-1,39,0.661579,0.104518,0,0,0,0,mg N/L,KCl Ammonia 10,1658435987,7/21/2022 16:39,,
RESULT,26,U22,C1A-A-5,40,0.242895,0.062454,0,0,0,0,mg N/L,KCl Ammonia 10,1658436147,7/21/2022 16:42,,
RESULT,27,U23,C3A-B-4,41,1.415617,0.180273,0,0,0,0,mg N/L,KCl Ammonia 10,1658436307,7/21/2022 16:45,,
RESULT,28,U24,C3A-D-3,42,6.587516,0.699876,0,0,0,0,mg N/L,KCl Ammonia 10,1658436467,7/21/2022 16:47,,
RESULT,29,U25,C3A-B-1,43,0.385629,0.076794,0,0,0,0,mg N/L,KCl Ammonia 10,1658436623,7/21/2022 16:50,,
RESULT,30,U26,C3A-B-3,44,0.460540,0.08432,0,0,0,0,mg N/L,KCl Ammonia 10,1658436784,7/21/2022 16:53,,
RESULT,-3,C11,CCV,45,5.344529,0.574997,0,0,0,0,mg N/L,KCl Ammonia 10,1658436943,7/21/2022 16:55,,
QCPRORESULT,NORMAL,0,1658436943,,,,,,,,,,,,,
QCPRODECISION,IN,1658436943,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,46,0.021153,0.040176,0,0,0,0,mg N/L,KCl Ammonia 10,1658437104,7/21/2022 16:58,,
QCPRORESULT,NORMAL,0,1658437104,,,,,,,,,,,,,
QCPRODECISION,IN,1658437104,,,,,,,,,,,,,,
RUNENDED,1658437187,COMPLETE,,,,,,,,,,,,,,
RUNSTARTED,1658846276,7/26/2022 10:37,,,,,,,,,,,,,,
RESULT,-1,S1,Standard 1,0,0.037240,0.03724,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658847540,7/26/2022 10:59,,
RESULT,-2,S90,Standard 90,1,0.048518,0.048518,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658847668,7/26/2022 11:01,,
RESULT,-2,S91,Standard 91,2,0.066182,0.066182,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658847797,7/26/2022 11:03,,
RESULT,-2,S92,Standard 92,3,0.096585,0.096585,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658847925,7/26/2022 11:05,,
RESULT,-2,S93,Standard 93,4,0.177962,0.177962,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658848054,7/26/2022 11:07,,
RESULT,-2,S94,Standard 94,5,0.328173,0.328173,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658848184,7/26/2022 11:09,,
RESULT,-2,S95,Standard 95,6,0.488642,0.488642,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658848312,7/26/2022 11:11,,
RESULT,-2,S96,Standard 96,7,0.626945,0.626945,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658848440,7/26/2022 11:14,,
RESULT,-1,S0,Standard 0,8,0.039280,0.03928,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658848569,7/26/2022 11:16,,
CALIBRATION,KCL NO3_NO2 2,1658848569,7/26/2022 11:16,,,,,,,,,,,,,
RESULT,5,C21,Nitrate Standard,9,0.913161,0.3067,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658848697,7/26/2022 11:18,,
RESULT,6,C22,Nitrite Standard,10,1.038082,0.34378,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658848826,7/26/2022 11:20,,
QCPRORESULT,REDUCTION EFFICIENCY,87.966125,1658848826,,,,,,,,,,,,,
QCPRODECISION,IN,1658848826,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,11,0.900941,0.303072,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658848955,7/26/2022 11:22,,
QCPRORESULT,NORMAL,0,1658848955,,,,,,,,,,,,,
QCPRODECISION,IN,1658848955,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,12,0.015242,0.040173,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658849083,7/26/2022 11:24,,
QCPRORESULT,NORMAL,0,1658849083,,,,,,,,,,,,,
QCPRODECISION,IN,1658849083,,,,,,,,,,,,,,
RESULT,7,U1,C3B-C-5-N,13,5.782089,1.751928,0,0,0,19,mg N/L,KCL NO3_NO2 2,1658849212,7/26/2022 11:26,,
AUTODILUTION,APPROVED,1658849212,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1658849212,,,,,,,,,,,,,,
RESULT,8,U2,C3B-C-4-N,14,1.278726,0.415209,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658849341,7/26/2022 11:29,,
RESULT,9,U3,C3C-A-4-N,15,3.507162,1.076669,0,0,0,19,mg N/L,KCL NO3_NO2 2,1658849469,7/26/2022 11:31,,
AUTODILUTION,APPROVED,1658849470,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1658849470,,,,,,,,,,,,,,
RESULT,10,U4,C3C-A-2-N,16,5.925427,1.794474,0,0,0,19,mg N/L,KCL NO3_NO2 2,1658849598,7/26/2022 11:33,,
AUTODILUTION,APPROVED,1658849598,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1658849598,,,,,,,,,,,,,,
RESULT,11,U5,C3B-C-2-N,17,5.771361,1.748744,0,0,0,19,mg N/L,KCL NO3_NO2 2,1658849732,7/26/2022 11:35,,
AUTODILUTION,APPROVED,1658849732,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1658849732,,,,,,,,,,,,,,
RESULT,12,U6,C3B-C-3-N,18,0.187743,0.091376,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658849861,7/26/2022 11:37,,
RESULT,13,U7,C3C-A-1-N,19,3.976631,1.21602,0,0,0,19,mg N/L,KCL NO3_NO2 2,1658849990,7/26/2022 11:39,,
AUTODILUTION,APPROVED,1658849990,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1658849990,,,,,,,,,,,,,,
RESULT,14,U8,C3B-C-1-N,20,1.498788,0.480529,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658850118,7/26/2022 11:41,,
RESULT,15,U9,C3SC-A-2-N,21,0.031921,0.045124,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658850247,7/26/2022 11:44,,
RESULT,16,U10,C1SB-B-3-N,22,1.523949,0.487998,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658850376,7/26/2022 11:46,,
RESULT,16,C13,Duplicate,23,1.465159,0.470547,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658850505,7/26/2022 11:48,,
QCPRORESULT,DUPLICATE,3.933622,1658850505,,,,,,,,,,,,,
QCPRODECISION,IN,1658850505,,,,,,,,,,,,,,
RESULT,16,C14,Auto Spike,24,2.551595,0.705472,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658850633,7/26/2022 11:50,,
QCPRORESULT,AUTO SPIKE,102.764641,1658850633,,,,,,,,,,,,,
QCPRODECISION,IN,1658850633,,,,,,,,,,,,,,
AUTODILUTION,APPROVED,1658850633,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1658850633,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,25,0.892476,0.30056,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658850762,7/26/2022 11:52,,
QCPRORESULT,NORMAL,0.007524,1658850762,,,,,,,,,,,,,
QCPRODECISION,OUT,1658850762,,,,,,,,,,,,,,
QCPROACTION,CONTINUE,1658850762,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,26,0.015562,0.040268,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658850891,7/26/2022 11:54,,
QCPRORESULT,NORMAL,0,1658850891,,,,,,,,,,,,,
QCPRODECISION,IN,1658850891,,,,,,,,,,,,,,
RESULT,17,U11,C3SC-D-5-N,27,0.111589,0.068772,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658851019,7/26/2022 11:56,,
RESULT,18,U12,C3SC-D-1-N,28,0.277665,0.118067,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658851148,7/26/2022 11:59,,
RESULT,19,U13,C3SC-D-2-N,29,0.075628,0.058097,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658851277,7/26/2022 12:01,,
RESULT,20,U14,C3SC-D-4-N,30,0.086606,0.061356,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658851405,7/26/2022 12:03,,
RESULT,21,U15,C3SC-D-3-N,31,-0.026201,0.027872,0,0,0,18,mg N/L,KCL NO3_NO2 2,1658851539,7/26/2022 12:05,,
RESULT,22,U16,C3A-A-1-N,32,0.782533,0.267926,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658851668,7/26/2022 12:07,,
RESULT,23,U17,C3A-A-3-N,33,3.328826,1.023734,0,0,0,19,mg N/L,KCL NO3_NO2 2,1658851797,7/26/2022 12:09,,
AUTODILUTION,APPROVED,1658851797,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1658851797,,,,,,,,,,,,,,
RESULT,24,U18,C3A-A-5-N,34,1.099784,0.362094,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658851926,7/26/2022 12:12,,
RESULT,25,U19,C3A-A-4-N,35,0.392405,0.152125,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658852054,7/26/2022 12:14,,
RESULT,26,U20,C3A-A-2-N,36,0.540838,0.196184,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658852183,7/26/2022 12:16,,
RESULT,26,C13,Duplicate,37,0.530591,0.193142,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658852312,7/26/2022 12:18,,
QCPRORESULT,DUPLICATE,1.912773,1658852312,,,,,,,,,,,,,
QCPRODECISION,IN,1658852312,,,,,,,,,,,,,,
RESULT,26,C14,Auto Spike,38,1.490788,0.426998,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658852440,7/26/2022 12:20,,
QCPRORESULT,AUTO SPIKE,94.995041,1658852440,,,,,,,,,,,,,
QCPRODECISION,IN,1658852440,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,39,0.903834,0.303931,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658852569,7/26/2022 12:22,,
QCPRORESULT,NORMAL,0,1658852569,,,,,,,,,,,,,
QCPRODECISION,IN,1658852569,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,40,0.013356,0.039613,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658852698,7/26/2022 12:24,,
QCPRORESULT,NORMAL,0,1658852698,,,,,,,,,,,,,
QCPRODECISION,IN,1658852698,,,,,,,,,,,,,,
RESULT,27,U21,C3C-D-5,41,5.476966,1.661359,0,0,0,19,mg N/L,KCL NO3_NO2 2,1658852826,7/26/2022 12:27,,
AUTODILUTION,APPROVED,1658852826,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1658852826,,,,,,,,,,,,,,
RESULT,28,U22,C3C-C-2,42,1.188105,0.38831,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658852955,7/26/2022 12:29,,
RESULT,29,U23,C3A-D-2,43,2.964772,0.915673,0,0,0,19,mg N/L,KCL NO3_NO2 2,1658853084,7/26/2022 12:31,,
AUTODILUTION,APPROVED,1658853084,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1658853084,,,,,,,,,,,,,,
RESULT,30,U24,C3C-C-3,44,5.073491,1.541597,0,0,0,19,mg N/L,KCL NO3_NO2 2,1658853212,7/26/2022 12:33,,
AUTODILUTION,APPROVED,1658853212,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1658853212,,,,,,,,,,,,,,
RESULT,31,U25,C3C-D-3,45,0.954470,0.318961,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658853346,7/26/2022 12:35,,
RESULT,32,U26,C3C-C-4,46,1.263544,0.410703,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658853475,7/26/2022 12:37,,
RESULT,33,U27,C3C-D-1,47,0.953532,0.318683,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658853603,7/26/2022 12:40,,
RESULT,34,U28,C3SA-B-2,48,0.917246,0.307912,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658853732,7/26/2022 12:42,,
RESULT,35,U29,C1A-A-1,49,0.286555,0.120706,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658853861,7/26/2022 12:44,,
RESULT,36,U30,C3SA-B-1,50,0.235905,0.105672,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658853989,7/26/2022 12:46,,
RESULT,36,C13,Duplicate,51,0.231497,0.104363,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658854118,7/26/2022 12:48,,
QCPRORESULT,DUPLICATE,1.88649,1658854118,,,,,,,,,,,,,
QCPRODECISION,IN,1658854118,,,,,,,,,,,,,,
RESULT,36,C14,Auto Spike,52,1.204466,0.351835,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658854246,7/26/2022 12:50,,
QCPRORESULT,AUTO SPIKE,96.856071,1658854246,,,,,,,,,,,,,
QCPRODECISION,IN,1658854246,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,53,0.877518,0.29612,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658854374,7/26/2022 12:52,,
QCPRORESULT,NORMAL,0.022482,1658854374,,,,,,,,,,,,,
QCPRODECISION,OUT,1658854374,,,,,,,,,,,,,,
QCPROACTION,CONTINUE,1658854374,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,54,0.015232,0.04017,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658854503,7/26/2022 12:55,,
QCPRORESULT,NORMAL,0,1658854503,,,,,,,,,,,,,
QCPRODECISION,IN,1658854503,,,,,,,,,,,,,,
RESULT,37,U31,C3A-D-1,55,1.374232,0.443558,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658854631,7/26/2022 12:57,,
RESULT,38,U32,C1A-A-4,56,0.073195,0.057375,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658854759,7/26/2022 12:59,,
RESULT,39,U33,C3C-D-2,57,0.019370,0.041398,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658854887,7/26/2022 13:01,,
RESULT,40,U34,C1A-A-3,58,6.965097,2.103076,0,0,0,19,mg N/L,KCL NO3_NO2 2,1658855015,7/26/2022 13:03,,
AUTODILUTION,APPROVED,1658855015,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1658855015,,,,,,,,,,,,,,
RESULT,41,U35,C3C-D-4,59,3.049067,0.940694,0,0,0,19,mg N/L,KCL NO3_NO2 2,1658855148,7/26/2022 13:05,,
AUTODILUTION,APPROVED,1658855148,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1658855148,,,,,,,,,,,,,,
RESULT,42,U36,C3A-B-2,60,1.216351,0.396694,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658855277,7/26/2022 13:07,,
RESULT,43,U37,C3C-A-5,61,4.864534,1.479573,0,0,0,19,mg N/L,KCL NO3_NO2 2,1658855406,7/26/2022 13:10,,
AUTODILUTION,APPROVED,1658855406,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1658855406,,,,,,,,,,,,,,
RESULT,44,U38,C3C-C-5,62,2.952491,0.912027,0,0,0,19,mg N/L,KCL NO3_NO2 2,1658855534,7/26/2022 13:12,,
AUTODILUTION,APPROVED,1658855534,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1658855534,,,,,,,,,,,,,,
RESULT,45,U39,C3A-B-5,63,0.657305,0.230755,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658855662,7/26/2022 13:14,,
RESULT,46,U40,C1A-A-2,64,0.108992,0.068001,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658855790,7/26/2022 13:16,,
RESULT,46,C13,Duplicate,65,0.129077,0.073962,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658855918,7/26/2022 13:18,,
QCPRORESULT,DUPLICATE,16.872835,1658855918,,,,,,,,,,,,,
QCPRODECISION,OUT,1658855918,,,,,,,,,,,,,,
QCPROACTION,CONTINUE,1658855918,,,,,,,,,,,,,,
RESULT,46,C14,Auto Spike,66,1.041202,0.308977,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658856047,7/26/2022 13:20,,
QCPRORESULT,AUTO SPIKE,93.220978,1658856047,,,,,,,,,,,,,
QCPRODECISION,IN,1658856047,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,67,0.904731,0.304197,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658856175,7/26/2022 13:22,,
QCPRORESULT,NORMAL,0,1658856175,,,,,,,,,,,,,
QCPRODECISION,IN,1658856175,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,68,0.013590,0.039683,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658856303,7/26/2022 13:25,,
QCPRORESULT,NORMAL,0,1658856303,,,,,,,,,,,,,
QCPRODECISION,IN,1658856303,,,,,,,,,,,,,,
RESULT,47,U41,C3C-C-1,69,1.369853,0.442258,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658856433,7/26/2022 13:27,,
RESULT,48,U42,C1A-A-5,70,1.772321,0.561721,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658856562,7/26/2022 13:29,,
RESULT,49,U43,C3A-B-3,71,1.216273,0.396671,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658856638,7/26/2022 13:30,,
RESULT,50,U44,C3SA-A-4-N,72,0.506502,0.185992,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658856718,7/26/2022 13:31,,
RESULT,51,U45,C3SA-A-3-N,73,1.062854,0.351132,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658856798,7/26/2022 13:33,,
RESULT,52,U46,C1A-B-4-N,74,0.707666,0.245703,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658856878,7/26/2022 13:34,,
RESULT,53,U47,C3A-B-4,75,0.514992,0.188512,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658856958,7/26/2022 13:35,,
RESULT,-3,C11,CCV,76,0.858558,0.290492,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658857038,7/26/2022 13:37,,
QCPRORESULT,NORMAL,0.041442,1658857038,,,,,,,,,,,,,
QCPRODECISION,OUT,1658857038,,,,,,,,,,,,,,
QCPROACTION,CONTINUE,1658857038,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,77,0.014200,0.039864,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658857118,7/26/2022 13:38,,
QCPRORESULT,NORMAL,0,1658857118,,,,,,,,,,,,,
QCPRODECISION,IN,1658857118,,,,,,,,,,,,,,
RESULT,7,U1,C3B-C-5-N,13,5.360996,0.353906,0,5,0,0,mg N/L,KCL NO3_NO2 2,1658858393,7/26/2022 13:59,,
RESULT,9,U3,C3C-A-4-N,15,3.396000,0.237254,0,5,0,0,mg N/L,KCL NO3_NO2 2,1658858526,7/26/2022 14:02,,
RESULT,10,U4,C3C-A-2-N,16,5.733592,0.376026,0,5,0,0,mg N/L,KCL NO3_NO2 2,1658858659,7/26/2022 14:04,,
RESULT,11,U5,C3B-C-2-N,17,5.443484,0.358803,0,5,0,0,mg N/L,KCL NO3_NO2 2,1658858792,7/26/2022 14:06,,
RESULT,13,U7,C3C-A-1-N,19,3.952042,0.270263,0,5,0,0,mg N/L,KCL NO3_NO2 2,1658858925,7/26/2022 14:08,,
RESULT,16,U10,C1SB-B-3-N,22,1.474426,0.123179,0,5,0,0,mg N/L,KCL NO3_NO2 2,1658859059,7/26/2022 14:10,,
RESULT,16,C13,Duplicate,23,1.518782,0.125812,0,5,0,0,mg N/L,KCL NO3_NO2 2,1658859193,7/26/2022 14:13,,
QCPRORESULT,DUPLICATE,2.963807,1658859193,,,,,,,,,,,,,
QCPRODECISION,IN,1658859193,,,,,,,,,,,,,,
RESULT,16,C14,Auto Spike,24,2.241714,0.314482,0,5,0,0,mg N/L,KCL NO3_NO2 2,1658859327,7/26/2022 14:15,,
QCPRORESULT,AUTO SPIKE,76.728836,1658859327,,,,,,,,,,,,,
QCPRODECISION,IN,1658859327,,,,,,,,,,,,,,
RESULT,23,U17,C3A-A-3-N,33,3.347791,0.234392,0,5,0,0,mg N/L,KCL NO3_NO2 2,1658859461,7/26/2022 14:17,,
RESULT,27,U21,C3C-D-5,41,5.232984,0.346307,0,5,0,0,mg N/L,KCL NO3_NO2 2,1658859538,7/26/2022 14:18,,
RESULT,29,U23,C3A-D-2,43,1.069843,0.099161,0,5,0,0,mg N/L,KCL NO3_NO2 2,1658859618,7/26/2022 14:20,,
RESULT,30,U24,C3C-C-3,44,2.858336,0.205335,0,5,0,0,mg N/L,KCL NO3_NO2 2,1658859698,7/26/2022 14:21,,
RESULT,40,U34,C1A-A-3,58,3.612040,0.250079,0,5,0,0,mg N/L,KCL NO3_NO2 2,1658859778,7/26/2022 14:22,,
RESULT,41,U35,C3C-D-4,59,2.012694,0.155133,0,5,0,0,mg N/L,KCL NO3_NO2 2,1658859858,7/26/2022 14:24,,
RESULT,43,U37,C3C-A-5,61,2.565960,0.187978,0,5,0,0,mg N/L,KCL NO3_NO2 2,1658859938,7/26/2022 14:25,,
RESULT,44,U38,C3C-C-5,62,2.556910,0.187441,0,5,0,0,mg N/L,KCL NO3_NO2 2,1658860018,7/26/2022 14:26,,
RUNENDED,1658860100,COMPLETE,,,,,,,,,,,,,,
RUNSTARTED,1658860853,7/26/2022 14:40,,,,,,,,,,,,,,
RESULT,-1,S1,Standard 1,0,0.039366,0.039366,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658862084,7/26/2022 15:01,,
RESULT,-2,S90,Standard 90,1,0.049474,0.049474,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658862213,7/26/2022 15:03,,
RESULT,-2,S91,Standard 91,2,0.062465,0.062465,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658862341,7/26/2022 15:05,,
RESULT,-2,S92,Standard 92,3,0.093538,0.093538,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658862469,7/26/2022 15:07,,
RESULT,-2,S93,Standard 93,4,0.171377,0.171377,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658862599,7/26/2022 15:09,,
RESULT,-2,S94,Standard 94,5,0.320677,0.320677,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658862728,7/26/2022 15:12,,
RESULT,-2,S95,Standard 95,6,0.448791,0.448791,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658862856,7/26/2022 15:14,,
RESULT,-2,S96,Standard 96,7,0.600340,0.60034,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658862984,7/26/2022 15:16,,
RESULT,-1,S0,Standard 0,8,0.040964,0.040964,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658863112,7/26/2022 15:18,,
CALIBRATION,KCL NO3_NO2 2,1658863112,7/26/2022 15:18,,,,,,,,,,,,,
RESULT,5,C21,Nitrate Standard,9,0.982019,0.311208,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658863245,7/26/2022 15:20,,
RESULT,6,C22,Nitrite Standard,10,1.096543,0.343234,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658863375,7/26/2022 15:22,,
QCPRORESULT,REDUCTION EFFICIENCY,89.555916,1658863375,,,,,,,,,,,,,
QCPRODECISION,IN,1658863375,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,11,0.974305,0.30905,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658863504,7/26/2022 15:25,,
QCPRORESULT,NORMAL,0,1658863504,,,,,,,,,,,,,
QCPRODECISION,IN,1658863504,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,12,0.014075,0.040526,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658863581,7/26/2022 15:26,,
QCPRORESULT,NORMAL,0,1658863581,,,,,,,,,,,,,
QCPRODECISION,IN,1658863581,,,,,,,,,,,,,,
RESULT,7,U1,C3A-D-3,13,2.531828,0.744606,0,0,0,19,mg N/L,KCL NO3_NO2 2,1658863661,7/26/2022 15:27,,
AUTODILUTION,APPROVED,1658863661,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1658863661,,,,,,,,,,,,,,
RESULT,8,U2,C3A-B-1,14,1.942508,0.579805,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658863741,7/26/2022 15:29,,
RESULT,8,C13,Duplicate,15,1.866222,0.558472,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658863821,7/26/2022 15:30,,
QCPRORESULT,DUPLICATE,4.005854,1658863821,,,,,,,,,,,,,
QCPRODECISION,IN,1658863821,,,,,,,,,,,,,,
RESULT,8,C14,Auto Spike,16,2.928941,0.760967,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658863901,7/26/2022 15:31,,
QCPRORESULT,AUTO SPIKE,98.643295,1658863901,,,,,,,,,,,,,
QCPRODECISION,IN,1658863901,,,,,,,,,,,,,,
AUTODILUTION,APPROVED,1658863901,,,,,,,,,,,,,,
AUTODILUTION,ADDED,1658863901,,,,,,,,,,,,,,
RESULT,-3,C11,CCV,17,0.967886,0.307255,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658863981,7/26/2022 15:33,,
QCPRORESULT,NORMAL,0,1658863981,,,,,,,,,,,,,
QCPRODECISION,IN,1658863981,,,,,,,,,,,,,,
RESULT,-3,C12,CCB,18,0.010275,0.039463,0,0,0,0,mg N/L,KCL NO3_NO2 2,1658864061,7/26/2022 15:34,,
QCPRORESULT,NORMAL,0,1658864061,,,,,,,,,,,,,
QCPRODECISION,IN,1658864061,,,,,,,,,,,,,,
RESULT,7,U1,C3A-D-3,13,2.685485,0.186787,0,5,0,0,mg N/L,KCL NO3_NO2 2,1658865119,7/26/2022 15:51,,
RESULT,8,U2,C3A-B-1,14,1.916441,0.143775,0,5,0,0,mg N/L,KCL NO3_NO2 2,1658865199,7/26/2022 15:53,,
RESULT,8,C13,Duplicate,15,1.852942,0.140223,0,5,0,0,mg N/L,KCL NO3_NO2 2,1658865279,7/26/2022 15:54,,
QCPRORESULT,DUPLICATE,3.369217,1658865279,,,,,,,,,,,,,
QCPRODECISION,IN,1658865279,,,,,,,,,,,,,,
RESULT,8,C14,Auto Spike,16,2.891697,0.372581,0,5,0,0,mg N/L,KCL NO3_NO2 2,1658865359,7/26/2022 15:55,,
QCPRORESULT,AUTO SPIKE,97.525581,1658865359,,,,,,,,,,,,,
QCPRODECISION,IN,1658865359,,,,,,,,,,,,,,
RUNENDED,1658865441,COMPLETE,,,,,,,,,,,,,,
